eanáir	mí eanáir
eanair	mí eanáir
feabhra	mí na feabhra
marta	mí an mhárta
márta	mí an mhárta
aibrean	mí aibreáin
aibreán	mí aibreáin
bealtaine	mí na bealtaine
meitheamh	mí an meithimh
iuil	mí iúil
iúil	mí iúil
lunasa	mí lúnasa
lúnasa	mí lúnasa
mean	mí meán fómhair
meán	mí meán fómhair
meán fómhair	mí meán fómhair
deireadh	mí deireadh fómhair
deireadh fomhair	mí dheireadh fómhair
deireadh fómhair	mí dheireadh fómhair
samhain	mí na samhna
samhna	mí na samhna
nollag	mí na nollag
