11	dara céad déag
12	tríú céad déag
13	ceathrú céad déag
14	cúigiú céad déag
15	séú céad déag
16	seachtú céad déag
17	ochtú céad déag
18	naoiú céad déag
19	fichiú céad
20	t-aonú céad is fiche
